ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
31709,,9220,資工所09。,922 D0100,36,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,楊佳玲cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
71633,,9220,資工所03。,922 D0100,37,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,洪一平cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
70127,,9220,資工所07。,922 D0100,38,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,趙坤茂cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
13297,,9220,資工所07。,922 D0100,39,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,周承復cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
37815,,9220,資工所05。,922 D0100,40,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,逄愛君cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
32564,,9220,資工所04。,922 D0100,42,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,朱浩華cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
55745,,9220,資工所05。,922 D0100,43,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,施吉昇cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
16982,,9220,資工所02。,922 D0100,44,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,莊永裕cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
38093,,9220,資工所03。,922 D0100,46,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,洪士灝cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
71771,,9220,資工所01。,922 D0100,47,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,呂學一cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
16984,,9220,資工所04。,922 D0100,50,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,薛智文cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
82744,,9220,資工所04。,922 D0100,51,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,張瑞峰cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
51315,,9220,資工所05。,922 D0100,52,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,曾宇鳳cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
48884,,9220,資工所04。,922 D0100,53,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,鄭卜壬cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
85667,,9220,資工所07。,922 D0100,54,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,林守德cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
66778,,9220,資工所08。,922 D0100,55,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,李明穗cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
78738,,9220,資工所08。,922 D0100,56,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,徐宏民cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
64637,,9220,資工所07。,922 D0100,57,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,廖世偉cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
72551,,9220,資工所01。,922 D0100,58,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳炳宇cia,,,,總人數限 20人限博士班且限本系所學生(含輔系、雙修生)系、雙修生)(含輔系、雙修生)雙修生)ory ,1,,,,,,1,1,0
33636,,9220,資工所062,922 D0100,59,"博士班 1,2 年級士班且限本",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,林軒田cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
76997,,9220,資工所07。,922 D0100,60,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,蔡欣穆cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
17451,,9220,資工所01。,922 D0100,62,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳彥仰cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
42841,,9220,資工所01。,922 D0100,63,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,李允中cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
82911,,9220,資工所01。,922 D0100,64,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,張智星cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
51269,,9220,資工所09。,922 D0100,65,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,徐慰中cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
87887,,9220,資工所07。,922 D0100,66,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,蕭旭君cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
53363,,9220,資工所03。,922 D0100,67,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳偉鬆cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
84874,,9220,資工所04。,922 D0100,68,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,,,,,初選不開放。授課教師：陳縕儂老師。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)生)ory and Traditional Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
30733,,9220,資工所03。,922 D0100,69,"博士班 1,2 年級：陳縕儂老",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,,,,,初選不開放。授課教師：塗冠驊老師。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)生)ory and Traditional Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
45119,,9220,資工所09。,922 M0520,,"碩士班博士班 1,2 年級驊老師。總人數限",3,半年班博,選修班博,"資訊工程理論基礎,2 年級驊老師",Computing Theory,呂育道put,,資105u,二234u,本課程以英語授課。總人數限 50人限電資學院學生人限博士班且限本系所學生(含輔系、雙修生),1,,,,,,2,3,0
35887,,9220,資工所07語,922 M0550,,"碩士班博士班 1,2 年級 50人限電資學",3,半年班博,選修班博,"計算機安全班 1,2",Computer Security,蕭旭君put,,,五234u,初選不開放。上課教室：資R204。總人數限 70人限博士班且限本系所學生(含輔系、雙修,1,,,,,,2,3,0
57752,,9220,資工所02。,922 M1250,,"碩士班博士班 1,2 年級204。總人數限",3,半年班博,選修班博,"演算法的數學解析,2 年級204",Mathematical Analysis of Algorithms,陳文進hem,,資110e,二34五4ma,總人數限 50人限學士班三年級以上ysis of Algori,1,,,,資107 ,,3,3,0
35385,,9220,資工所055,922 U0150,,"碩士班博士班 1,2 年級年級以上ysis",3,半年班博,選修班博,"個人通訊服務 1,2 年",Personal Communications Services,林  風on,,資101o,二789o,總人數限 80人限學士班四年級以上或限碩士班以上或限博士班ceshms生(含輔系、雙修生)生)ory and ,1,,,,,,2,3,0
72786,,9220,資工所068,922 U0290,,"碩士班博士班 1,2 年級年級以上或限碩士",3,半年班博,選修班博,生物序列分析演算法2 年級年級以上或,Algorithms for Analyzing Biological Sequences,趙坤茂ori,資105r,,一234r,總人數限 50人限學士班三年級以上alyzing Biolog,1,,,,,,3,3,0
11765,,9220,資工所055,922 U0610,,"碩士班博士班 1,2 年級年級以上alyz",3,半年班博,選修班博,電腦視覺士班 1,Computer Vision,傅楸善put,,資105u,二789u,總人數限 55人限學士班三年級以上alyzing Biolog,1,,,,,,1,3,0
89234,,9220,資工所045,922 U1020,,"碩士班博士班 1,2 年級年級以上alyz",3,半年班博,選修班博,"數位訊號處理導論,2 年級年級以",Introduction to Digital Signal Processing,陳祝嵩rod,,,五234o,總人數限 40人限電資學院學生 Digital Sig,1,,,,資105 ,,1,3,0
38816,,9220,資工所064,922 U1070,,"碩士班博士班 1,2 年級學生 Digit",3,半年班博,選修班博,機器人學士班 1,Robotics,傅立成oti,資101t,,一678t,本課程以英語授課。總人數限 80人限學士班三年級以上gnal Processingnces生)or,1,,,,,,2,3,0
52172,,9220,資工所02語,922 U1180,,"碩士班博士班 1,2 年級 80人限學士班",3,半年班博,選修班博,"類神經網路班 1,2",Neural Networks,劉長遠ral,資310a,,一789a,總人數限 32人限學士班三年級以上限學士班三年級以上gnal ,1,,,,,,1,3,0
25790,,9220,資工所003,922 U1810,,"碩士班博士班 1,2 年級年級以上限學士班",3,半年班博,選修班博,"演算法設計方法論,2 年級年級以",Design Strategies for Computer Algorithms,陳健輝ign,資105g,,一789g,總人數限 50人trate,1,,,,,,2,3,0
44901,,9220,資工所015,922 U1910,,"碩士班博士班 1,2 年級gies for",3,半年班博,選修班博,"資訊檢索與擷取1,2 年級g",Information Retrieval and Extraction,陳信希orm,,,四234r,總人數限 55人限學士班三年級以上eval and Extra,1,,,資105 ,,,2,3,0
36579,,9220,資工所095,922 U1920,,"碩士班博士班 1,2 年級年級以上eval",3,半年班博,選修班博,"網路資訊安全 1,2 年",Network Data Security,,,資110o,二789o,授課教師：塗冠驊老師。總人數限 50人ty and Extractio,1,,,,,,2,3,0
86508,,9220,資工所08塗,922 U3010,,"碩士班博士班 1,2 年級數限 50人ty",3,半年班博,選修班博,"數位影像處理 1,2 年",Digital Image Processing,洪一平ita,,,四789t,總人數限100人限電資學院學生且限學士班三年級以上 Extractionithmsnces生),1,,,資1041,,,2,3,0
22516,,9220,資工所060,922 U3090,,"碩士班博士班 1,2 年級學生且限學士班三",3,半年班博,選修班博,"計算機圖形班 1,2",Computer Graphics,歐陽明put,,資101u,二234u,總人數限 80人 Grap,1,,,,,,2,3,0
35119,,9220,資工所098,922 U3230,,"碩士班博士班 1,2 年級hics學士班三",3,半年班博,選修班博,"數位影像生成 1,2 年",Digital Image Synthesis,莊永裕ita,,,四789t,總人數限 50人限學士班三年級以上thesis以上 Extra,1,,,資111 ,,,1,3,0
16844,,9220,資工所045,922 U3460,,"碩士班博士班 1,2 年級年級以上thes",3,半年班博,選修班博,"醫學影像處理 1,2 年",Medical Image Processing,張瑞峰ica,,,三345c,總人數限 55人Image,1,,資107 ,,,,3,3,0
71544,,9220,資工所045,922 U3500,,"碩士班博士班 1,2 年級 Process",3,半年班博,選修班博,化學資訊士班 1,Cheminformatics,曾宇鳳min,,,三789i,本課程以英語授課。總人數限 50人cessing上 Extra,1,,資111英,,,,2,3,0
15481,,9220,資工所01語,922 U3620,,"碩士班博士班 1,2 年級 50人cess",3,半年班博,選修班博,"多媒體安全班 1,2",Multimedia Security,吳家麟tim,資111i,,一789i,總人數限 50人限學士班三年級以上tyssing上 Extra,1,,,,,,1,3,0
62578,,9220,資工所085,922 U3650,,"碩士班博士班 1,2 年級年級以上tyss",3,半年班博,選修班博,"電腦對局理論 1,2 年",Computer Gaming Theory,徐讚昇put,,,四789u,總人數限 40人限學士班三年級以上heoryng上 Extra,1,,,資105 ,,,3,3,0
78295,,9220,資工所054,922 U3670,,"碩士班博士班 1,2 年級年級以上heor",3,半年班博,選修班博,機器發明士班 1,Machine Discovery,林守德hin,資104i,,一789i,總人數限106人限學士班三年級以上heoryng上 Extra,1,,,,,,2,3,0
62045,,9220,資工所050,922 U3680,,"碩士班博士班 1,2 年級年級以上heor",3,半年班博,選修班博,"數位語音處理概論,2 年級年級以",Introduction to Digital Speech Processing,李琳山rod,,,三234o,研究生初選上限為30人。總人數限 80人限學士班三年級以上h Processingnces生)ory an,1,,資104選,,,,2,3,0
82240,,9220,資工所00上,922 U3970,,"碩士班博士班 1,2 年級人數限 80人限",3,半年班博,選修班博,平行與分散式程式設計 年級人數限 80人,Parallel and Distributed Programming,洪士灝all,,資111l,二345l,總人數限 50人 and ,1,,,,,,2,3,0
49848,,9220,資工所085,922 U4000,,"碩士班博士班 1,2 年級Distribu",3,半年班博,選修班博,無線網路基礎與應用2 年級Distr,Wireless Networking – Fundamentals and Applicationsa,蔡欣穆ele,,,三789l,總人數限 80人限學士班三年級以上ng – Fundament,1,,資101 ,,,,2,3,0
56457,,9220,資工所078,922 U4290,,"碩士班博士班 1,2 年級年級以上ng –",3,半年班博,選修班博,"人機界面與設計1,2 年級年",Introduction to Human-Computer Interaction and Design,朱浩華rod,資102o,,一789o,本課程以英語授課。總人數限 98人uman-Computer ,1,,,,,,1,3,0
83195,,9220,資工所05語,922 U4330,,"碩士班博士班 1,2 年級 98人uman",3,半年班博,選修班博,系統專題研究-物聯網中介軟體設計人uman-Computer ,System Design Topic - Design for IoT Middleware,施吉昇tem,,資107e,二678e,總人數限 50人esign,1,,,,,,2,3,0
55492,,9220,資工所025,922 U4340,,"碩士班博士班 1,2 年級 Topic -",3,半年班博,選修班博,"深度學習之應用1,2 年級 ",Applied Deep Learning,,,,四234i,需程式基礎。授課教師：陳縕儂老師。總人數限 50人限電資學院學生 IoT MiddlewareDesignd Tradit,1,,,資111礎,,,2,3,0
41331,,9220,資工所01。,922 U4350,,"碩士班博士班 1,2 年級儂老師。總人數限",3,半年班博,選修班博,數據分析學與模型專題 年級儂老師。總人數,Special Topics in Data Analytics and Modeling,莊炳湟cia,,,四234i,本課程以英語授課。與李琳山合開總人數限 45人Analytics and Modeli,1,,,資101英,,,2,3,0
41741,,9220,資工所01語,944 U0020,,"碩士班博士班 1,2 年級合開總人數限 4",3,半年班博,選修班博,視訊壓縮技術、標準與實務級合開總人數限 45人A,"Video Compression Technique,standards and Implementation",童怡新eo ,,,二ABCo,上課教室為資111教室.建議修過資訊理論與編碼技巧.總人數限 50人限學士班四年級以上mplementationraditional Medicine修生),1,,,,,,1,3,0
